Depth,Years,Months,Lake,Temp,O2
25,2007,2,GBS,NaN,NaN
26,2007,2,GBS,NaN,NaN
27,2007,2,GBS,NaN,NaN
28,2007,2,GBS,NaN,NaN
29,2007,2,GBS,NaN,NaN
30,2007,2,GBS,NaN,NaN
0,2007,3,GBS,5.1,13.2
1,2007,3,GBS,5,13.9
2,2007,3,GBS,5,14
3,2007,3,GBS,5,14.2
4,2007,3,GBS,5,14.2
5,2007,3,GBS,4.9,14.2
6,2007,3,GBS,4.9,14.2
7,2007,3,GBS,4.9,14.2
8,2007,3,GBS,4.9,14.2
9,2007,3,GBS,4.9,14.1
10,2007,3,GBS,4.9,14.1
11,2007,3,GBS,4.9,14.1
12,2007,3,GBS,4.9,14.1
13,2007,3,GBS,4.9,14.1
14,2007,3,GBS,4.9,14.1
15,2007,3,GBS,4.9,14.1
16,2007,3,GBS,4.9,14.1
17,2007,3,GBS,4.9,14.1
18,2007,3,GBS,4.9,14.1
19,2007,3,GBS,4.9,14.1
20,2007,3,GBS,4.9,14
21,2007,3,GBS,4.9,14
22,2007,3,GBS,4.9,14
23,2007,3,GBS,4.9,14
24,2007,3,GBS,4.9,14
25,2007,3,GBS,4.9,14
26,2007,3,GBS,4.9,13.9
27,2007,3,GBS,4.9,13.9
28,2007,3,GBS,4.9,13.9
29,2007,3,GBS,4.9,13.9
30,2007,3,GBS,4.9,13.9
0,2007,4,GBS,6.4,12.8
1,2007,4,GBS,6.4,12.7
2,2007,4,GBS,6.4,12.7
3,2007,4,GBS,6.4,12.7
4,2007,4,GBS,6.4,12.6
5,2007,4,GBS,6.4,12.6
6,2007,4,GBS,6.3,12.5
7,2007,4,GBS,6.3,12.4
8,2007,4,GBS,6.3,12.4
9,2007,4,GBS,6.2,12.3
10,2007,4,GBS,6.1,12.2
11,2007,4,GBS,5.9,12.1
12,2007,4,GBS,5.8,12.1
13,2007,4,GBS,5.8,12
14,2007,4,GBS,5.8,12
15,2007,4,GBS,5.7,12
16,2007,4,GBS,5.7,12
17,2007,4,GBS,5.7,12
18,2007,4,GBS,5.7,11.9
19,2007,4,GBS,5.7,12
20,2007,4,GBS,5.7,11.9
21,2007,4,GBS,5.7,11.9
22,2007,4,GBS,5.7,11.9
23,2007,4,GBS,5.7,11.9
24,2007,4,GBS,5.7,11.9
25,2007,4,GBS,5.7,11.8
26,2007,4,GBS,5.7,11.8
27,2007,4,GBS,5.7,11.7
28,2007,4,GBS,5.7,11.7
29,2007,4,GBS,5.7,11.7
30,2007,4,GBS,5.7,11.7
0,2007,5,GBS,14.3,12.4
1,2007,5,GBS,14.3,12.4
2,2007,5,GBS,14,12.4
3,2007,5,GBS,12.6,12.2
4,2007,5,GBS,10.9,14.2
5,2007,5,GBS,9.9,13.5
6,2007,5,GBS,8.7,12.8
7,2007,5,GBS,8.3,11.6
8,2007,5,GBS,7.7,10.4
9,2007,5,GBS,7.4,9.8
10,2007,5,GBS,7.2,8.3
11,2007,5,GBS,7,8
12,2007,5,GBS,6.9,7.7
13,2007,5,GBS,6.8,7.6
14,2007,5,GBS,6.7,7.9
15,2007,5,GBS,6.7,7.6
16,2007,5,GBS,6.6,7.6
17,2007,5,GBS,6.6,7.6
18,2007,5,GBS,6.6,7.7
19,2007,5,GBS,6.6,7.7
20,2007,5,GBS,6.6,7.7
21,2007,5,GBS,6.5,7.7
22,2007,5,GBS,6.5,7.9
23,2007,5,GBS,6.4,7.9
24,2007,5,GBS,6.4,7.7
25,2007,5,GBS,6.4,7.5
26,2007,5,GBS,6.4,7.4
27,2007,5,GBS,6.4,7.4
28,2007,5,GBS,6.3,7.3
29,2007,5,GBS,6.3,7.2
30,2007,5,GBS,6.3,7.2
0,2007,6,GBS,21.9,10.2
1,2007,6,GBS,21.9,10.2
2,2007,6,GBS,21.3,10.4
3,2007,6,GBS,21.3,10.4
4,2007,6,GBS,20.7,9.5
5,2007,6,GBS,20.7,9.5
6,2007,6,GBS,20,8.7
7,2007,6,GBS,20,8.7
8,2007,6,GBS,19.4,8
9,2007,6,GBS,19.4,8
10,2007,6,GBS,18.5,8.1
11,2007,6,GBS,18.5,8.1
12,2007,6,GBS,12.8,7
13,2007,6,GBS,12.8,7
14,2007,6,GBS,12.8,7
15,2007,6,GBS,12.8,7
16,2007,6,GBS,10.8,4
17,2007,6,GBS,10.8,4
18,2007,6,GBS,10.8,4
19,2007,6,GBS,10.8,4
20,2007,6,GBS,10.1,3.2
21,2007,6,GBS,10.1,3.2
22,2007,6,GBS,10.1,3.2
23,2007,6,GBS,10.1,3.2
24,2007,6,GBS,10.1,3.2
25,2007,6,GBS,10.1,3.2
26,2007,6,GBS,10.1,3.2
27,2007,6,GBS,10.1,3.2
28,2007,6,GBS,10.1,3.2
29,2007,6,GBS,10.1,3.2
30,2007,6,GBS,9.1,2.2
0,2007,7,GBS,22.1,10.1
1,2007,7,GBS,22,10.1
2,2007,7,GBS,22,10.2
3,2007,7,GBS,22,10.2
4,2007,7,GBS,18.8,7.6
5,2007,7,GBS,17.8,6.7
6,2007,7,GBS,17.6,6.4
7,2007,7,GBS,17.5,6.4
8,2007,7,GBS,17.3,6
9,2007,7,GBS,17.2,6
10,2007,7,GBS,17.1,5.8
11,2007,7,GBS,16.8,5.2
12,2007,7,GBS,16.4,4.5
13,2007,7,GBS,16,3.8
14,2007,7,GBS,14.7,1.6
15,2007,7,GBS,12,1.1
16,2007,7,GBS,11.1,0.9
17,2007,7,GBS,10.7,0.8
18,2007,7,GBS,10.5,0.8
19,2007,7,GBS,10.4,0.8
20,2007,7,GBS,10.2,0.8
21,2007,7,GBS,10,0.5
22,2007,7,GBS,10,0.5
23,2007,7,GBS,9.8,0.5
24,2007,7,GBS,9.7,0.5
25,2007,7,GBS,9.6,0.4
26,2007,7,GBS,9.6,0.4
27,2007,7,GBS,9.5,0.2
28,2007,7,GBS,9.4,0.2
29,2007,7,GBS,9.4,0.2
30,2007,7,GBS,9.3,0
0,2007,8,GBS,20.6,10.3
1,2007,8,GBS,20.6,10.1
2,2007,8,GBS,20.6,10.1
3,2007,8,GBS,20.5,10.2
4,2007,8,GBS,20.5,10.5
5,2007,8,GBS,20.1,10
6,2007,8,GBS,20,9.7
7,2007,8,GBS,19.8,9.4
8,2007,8,GBS,19.3,8.1
9,2007,8,GBS,19,7.8
10,2007,8,GBS,18.4,6.4
11,2007,8,GBS,17.6,5.6
12,2007,8,GBS,17,4.2
13,2007,8,GBS,16,3.6
14,2007,8,GBS,15.2,3.4
15,2007,8,GBS,13.4,3.4
16,2007,8,GBS,12,3.5
17,2007,8,GBS,11.6,3.3
18,2007,8,GBS,11.3,3.2
19,2007,8,GBS,11.1,3.1
20,2007,8,GBS,10.9,3.1
21,2007,8,GBS,10.8,3.1
22,2007,8,GBS,10.5,3.1
23,2007,8,GBS,10.4,3.1
24,2007,8,GBS,10.3,3.1
25,2007,8,GBS,10.2,3.1
26,2007,8,GBS,10.2,3.1
27,2007,8,GBS,10.1,3.1
28,2007,8,GBS,10.1,3.1
29,2007,8,GBS,10.1,3
30,2007,8,GBS,10.1,3
0,2007,9,GBS,17.6,10
1,2007,9,GBS,17.4,10
2,2007,9,GBS,17.3,10
3,2007,9,GBS,17.3,10
4,2007,9,GBS,17,9.8
5,2007,9,GBS,16.9,9.5
6,2007,9,GBS,16.8,9.2
7,2007,9,GBS,16.8,9.1
8,2007,9,GBS,16.7,9
9,2007,9,GBS,16.6,9
10,2007,9,GBS,16.5,8.9
11,2007,9,GBS,16.3,8.5
12,2007,9,GBS,16.1,7.9
13,2007,9,GBS,16.1,7.6
14,2007,9,GBS,16.1,7.5
15,2007,9,GBS,14.6,2.6
16,2007,9,GBS,12.4,2.3
17,2007,9,GBS,11.7,1.8
18,2007,9,GBS,11.4,1.7
19,2007,9,GBS,11.1,1.6
20,2007,9,GBS,10.8,1.6
21,2007,9,GBS,10.8,1.6
22,2007,9,GBS,10.7,1.5
23,2007,9,GBS,10.6,1.5
24,2007,9,GBS,10.5,1.5
25,2007,9,GBS,10.4,1.5
26,2007,9,GBS,10.4,1.5
27,2007,9,GBS,10.3,1.5
28,2007,9,GBS,10.2,1.5
29,2007,9,GBS,10.2,1.5
30,2007,9,GBS,10.2,1.5
0,2007,10,GBS,14.5,7.9
1,2007,10,GBS,14.5,7.8
2,2007,10,GBS,14.5,7.8
3,2007,10,GBS,14.5,7.8
4,2007,10,GBS,14.5,7.8
5,2007,10,GBS,14.5,7.8
6,2007,10,GBS,14.5,7.8
7,2007,10,GBS,14.5,7.8
8,2007,10,GBS,14.5,7.8
9,2007,10,GBS,14.5,7.8
10,2007,10,GBS,14.5,7.8
11,2007,10,GBS,14.5,7.8
12,2007,10,GBS,14.5,7.8
13,2007,10,GBS,14.5,7.8
14,2007,10,GBS,14.5,7.6
15,2007,10,GBS,14.4,7
16,2007,10,GBS,14.3,5.1
17,2007,10,GBS,13.6,0.3
18,2007,10,GBS,12,0.1
19,2007,10,GBS,11.5,0.1
20,2007,10,GBS,11.1,0.1
21,2007,10,GBS,10.9,0.1
22,2007,10,GBS,10.8,0.1
23,2007,10,GBS,10.6,0.1
24,2007,10,GBS,10.5,0
25,2007,10,GBS,10.4,0
26,2007,10,GBS,10.3,0
27,2007,10,GBS,10.3,0
28,2007,10,GBS,10.3,0
29,2007,10,GBS,10.2,0
30,2007,10,GBS,10.2,0
0,2007,11,GBS,NaN,NaN
1,2007,11,GBS,NaN,NaN
2,2007,11,GBS,NaN,NaN
3,2007,11,GBS,NaN,NaN
4,2007,11,GBS,NaN,NaN
5,2007,11,GBS,NaN,NaN
6,2007,11,GBS,NaN,NaN
7,2007,11,GBS,NaN,NaN
8,2007,11,GBS,NaN,NaN
9,2007,11,GBS,NaN,NaN
10,2007,11,GBS,NaN,NaN
11,2007,11,GBS,NaN,NaN
12,2007,11,GBS,NaN,NaN
13,2007,11,GBS,NaN,NaN
14,2007,11,GBS,NaN,NaN
15,2007,11,GBS,NaN,NaN
16,2007,11,GBS,NaN,NaN
17,2007,11,GBS,NaN,NaN
18,2007,11,GBS,NaN,NaN
19,2007,11,GBS,NaN,NaN
20,2007,11,GBS,NaN,NaN
21,2007,11,GBS,NaN,NaN
22,2007,11,GBS,NaN,NaN
23,2007,11,GBS,NaN,NaN
24,2007,11,GBS,NaN,NaN
25,2007,11,GBS,NaN,NaN
26,2007,11,GBS,NaN,NaN
27,2007,11,GBS,NaN,NaN
28,2007,11,GBS,NaN,NaN
29,2007,11,GBS,NaN,NaN
30,2007,11,GBS,NaN,NaN
0,2007,12,GBS,6,11.3
1,2007,12,GBS,6,11.3
2,2007,12,GBS,6,11.3
3,2007,12,GBS,6,11.3
4,2007,12,GBS,6,11.3
5,2007,12,GBS,6,11.3
6,2007,12,GBS,6,11.3
7,2007,12,GBS,6,11.3
8,2007,12,GBS,6,11.3
9,2007,12,GBS,6,11.3
10,2007,12,GBS,6,11.3
11,2007,12,GBS,6,11.3
12,2007,12,GBS,6,11.3
13,2007,12,GBS,6,11.3
14,2007,12,GBS,6,11.3
15,2007,12,GBS,6,11.3
16,2007,12,GBS,6,11.3
17,2007,12,GBS,6,11.3
18,2007,12,GBS,6,11.3
19,2007,12,GBS,6,11.3
20,2007,12,GBS,6,11.3
21,2007,12,GBS,6,11.2
22,2007,12,GBS,6,11.3
23,2007,12,GBS,6,11.2
24,2007,12,GBS,6,11.2
25,2007,12,GBS,6,11.2
26,2007,12,GBS,6,11.2
27,2007,12,GBS,6,11.2
28,2007,12,GBS,6,11.2
29,2007,12,GBS,6,11.2
30,2007,12,GBS,6,11.2
0,2008,1,GBS,NaN,NaN
1,2008,1,GBS,NaN,NaN
2,2008,1,GBS,NaN,NaN
3,2008,1,GBS,NaN,NaN
4,2008,1,GBS,NaN,NaN
5,2008,1,GBS,NaN,NaN
6,2008,1,GBS,NaN,NaN
7,2008,1,GBS,NaN,NaN
8,2008,1,GBS,NaN,NaN
9,2008,1,GBS,NaN,NaN
10,2008,1,GBS,NaN,NaN
11,2008,1,GBS,NaN,NaN
12,2008,1,GBS,NaN,NaN
13,2008,1,GBS,NaN,NaN
14,2008,1,GBS,NaN,NaN
15,2008,1,GBS,NaN,NaN
16,2008,1,GBS,NaN,NaN
17,2008,1,GBS,NaN,NaN
18,2008,1,GBS,NaN,NaN
19,2008,1,GBS,NaN,NaN
20,2008,1,GBS,NaN,NaN
21,2008,1,GBS,NaN,NaN
22,2008,1,GBS,NaN,NaN
23,2008,1,GBS,NaN,NaN
24,2008,1,GBS,NaN,NaN
25,2008,1,GBS,NaN,NaN
26,2008,1,GBS,NaN,NaN
27,2008,1,GBS,NaN,NaN
28,2008,1,GBS,NaN,NaN
29,2008,1,GBS,NaN,NaN
30,2008,1,GBS,NaN,NaN
0,2008,2,GBS,NaN,NaN
1,2008,2,GBS,NaN,NaN
2,2008,2,GBS,NaN,NaN
3,2008,2,GBS,NaN,NaN
4,2008,2,GBS,NaN,NaN
5,2008,2,GBS,NaN,NaN
6,2008,2,GBS,NaN,NaN
7,2008,2,GBS,NaN,NaN
8,2008,2,GBS,NaN,NaN
9,2008,2,GBS,NaN,NaN
10,2008,2,GBS,NaN,NaN
11,2008,2,GBS,NaN,NaN
12,2008,2,GBS,NaN,NaN
13,2008,2,GBS,NaN,NaN
14,2008,2,GBS,NaN,NaN
15,2008,2,GBS,NaN,NaN
16,2008,2,GBS,NaN,NaN
17,2008,2,GBS,NaN,NaN
18,2008,2,GBS,NaN,NaN
19,2008,2,GBS,NaN,NaN
20,2008,2,GBS,NaN,NaN
21,2008,2,GBS,NaN,NaN
22,2008,2,GBS,NaN,NaN
23,2008,2,GBS,NaN,NaN
24,2008,2,GBS,NaN,NaN
25,2008,2,GBS,NaN,NaN
26,2008,2,GBS,NaN,NaN
27,2008,2,GBS,NaN,NaN
28,2008,2,GBS,NaN,NaN
29,2008,2,GBS,NaN,NaN
30,2008,2,GBS,NaN,NaN
0,2008,3,GBS,NaN,NaN
1,2008,3,GBS,NaN,NaN
2,2008,3,GBS,NaN,NaN
3,2008,3,GBS,NaN,NaN
4,2008,3,GBS,NaN,NaN
5,2008,3,GBS,NaN,NaN
6,2008,3,GBS,NaN,NaN
7,2008,3,GBS,NaN,NaN
8,2008,3,GBS,NaN,NaN
9,2008,3,GBS,NaN,NaN
10,2008,3,GBS,NaN,NaN
11,2008,3,GBS,NaN,NaN
12,2008,3,GBS,NaN,NaN
13,2008,3,GBS,NaN,NaN
14,2008,3,GBS,NaN,NaN
15,2008,3,GBS,NaN,NaN
16,2008,3,GBS,NaN,NaN
17,2008,3,GBS,NaN,NaN
18,2008,3,GBS,NaN,NaN
19,2008,3,GBS,NaN,NaN
20,2008,3,GBS,NaN,NaN
21,2008,3,GBS,NaN,NaN
22,2008,3,GBS,NaN,NaN
23,2008,3,GBS,NaN,NaN
24,2008,3,GBS,NaN,NaN
25,2008,3,GBS,NaN,NaN
26,2008,3,GBS,NaN,NaN
27,2008,3,GBS,NaN,NaN
28,2008,3,GBS,NaN,NaN
29,2008,3,GBS,NaN,NaN
30,2008,3,GBS,NaN,NaN
0,2008,4,GBS,9.2,12.8
1,2008,4,GBS,9,12.8
2,2008,4,GBS,8.9,12.8
3,2008,4,GBS,8.7,12.7
4,2008,4,GBS,8.6,12.7
5,2008,4,GBS,8.5,12.5
6,2008,4,GBS,8.5,12.5
7,2008,4,GBS,8.4,12.4
8,2008,4,GBS,8.3,12.4
9,2008,4,GBS,8.2,12.3
10,2008,4,GBS,8.1,12.3
11,2008,4,GBS,7.9,12.2
12,2008,4,GBS,7.9,12.1
13,2008,4,GBS,7.8,12
14,2008,4,GBS,7.6,12
15,2008,4,GBS,7.5,11.9
16,2008,4,GBS,7.3,11.8
17,2008,4,GBS,7.2,11.7
18,2008,4,GBS,7.3,11.6
19,2008,4,GBS,7.2,11.4
20,2008,4,GBS,7.1,11.3
21,2008,4,GBS,7.2,11.3
22,2008,4,GBS,7.1,11.2
23,2008,4,GBS,7.1,11.2
24,2008,4,GBS,7,11.2
25,2008,4,GBS,7,11.2
26,2008,4,GBS,7,11.1
27,2008,4,GBS,7,11.1
28,2008,4,GBS,7,11.1
29,2008,4,GBS,7,11.2
30,2008,4,GBS,7,11.1
0,2008,5,GBS,16.5,11.4
1,2008,5,GBS,16.5,11.6
2,2008,5,GBS,16,11.8
3,2008,5,GBS,15.6,11.9
4,2008,5,GBS,15.4,11.9
5,2008,5,GBS,14.1,11.9
6,2008,5,GBS,12.9,9.9
7,2008,5,GBS,10.9,9.2
8,2008,5,GBS,9.9,8.7
9,2008,5,GBS,9.4,8.3
10,2008,5,GBS,8.7,7.4
11,2008,5,GBS,8.4,7
12,2008,5,GBS,8.3,6.8
13,2008,5,GBS,8.2,6.7
14,2008,5,GBS,8.2,6.8
15,2008,5,GBS,8.1,6.8
16,2008,5,GBS,8,7
17,2008,5,GBS,8,7.2
18,2008,5,GBS,7.9,7.5
19,2008,5,GBS,7.9,7.5
20,2008,5,GBS,7.8,7.5
21,2008,5,GBS,7.8,7.5
22,2008,5,GBS,7.7,7.5
23,2008,5,GBS,7.7,7.5
24,2008,5,GBS,7.7,7.1
25,2008,5,GBS,7.6,7.4
26,2008,5,GBS,7.6,7.4
27,2008,5,GBS,7.6,7.4
28,2008,5,GBS,7.6,7.4
29,2008,5,GBS,7.6,6.9
30,2008,5,GBS,7.6,6.8
0,2008,6,GBS,21.9,9.1
1,2008,6,GBS,21.8,9.5
2,2008,6,GBS,21.8,9.6
3,2008,6,GBS,21.7,9.7
4,2008,6,GBS,21.6,9.7
5,2008,6,GBS,21.5,9.7
6,2008,6,GBS,19.6,9.7
7,2008,6,GBS,11.4,6.8
8,2008,6,GBS,10.8,6
9,2008,6,GBS,10.1,5.8
10,2008,6,GBS,9.4,5.5
11,2008,6,GBS,9.2,4.7
12,2008,6,GBS,8.9,4.1
13,2008,6,GBS,8.8,3.6
14,2008,6,GBS,8.7,3.4
15,2008,6,GBS,8.5,3.2
16,2008,6,GBS,8.4,3.3
17,2008,6,GBS,8.3,3.2
18,2008,6,GBS,8.3,3.2
19,2008,6,GBS,8.2,3.2
20,2008,6,GBS,8.1,3.3
21,2008,6,GBS,8.1,3.5
22,2008,6,GBS,8,3.5
23,2008,6,GBS,8,3.4
24,2008,6,GBS,8,3.4
25,2008,6,GBS,7.9,3.4
26,2008,6,GBS,7.9,3.4
27,2008,6,GBS,7.9,3.4
28,2008,6,GBS,7.8,3.2
29,2008,6,GBS,7.8,3.1
30,2008,6,GBS,7.8,3
0,2008,7,GBS,19.8,10.2
1,2008,7,GBS,19.8,10.1
2,2008,7,GBS,19.8,10.1
3,2008,7,GBS,19.8,10.1
4,2008,7,GBS,19.8,10.1
5,2008,7,GBS,19.8,10.1
6,2008,7,GBS,19.8,10.1
7,2008,7,GBS,19.8,10.1
8,2008,7,GBS,19.8,10
9,2008,7,GBS,15.2,7.9
10,2008,7,GBS,10.6,1.1
11,2008,7,GBS,9.8,0.8
12,2008,7,GBS,9.6,0.8
13,2008,7,GBS,9.4,0.8
14,2008,7,GBS,9.2,0.9
15,2008,7,GBS,9,0.9
16,2008,7,GBS,8.9,0.9
17,2008,7,GBS,8.8,0.9
18,2008,7,GBS,8.8,0.8
19,2008,7,GBS,8.7,0.8
20,2008,7,GBS,8.7,0.6
21,2008,7,GBS,8.5,0.7
22,2008,7,GBS,8.5,0.7
23,2008,7,GBS,8.4,0.7
24,2008,7,GBS,8.3,0.8
25,2008,7,GBS,8.2,0.9
26,2008,7,GBS,8.2,0.9
27,2008,7,GBS,8.1,0.9
28,2008,7,GBS,8.1,1
29,2008,7,GBS,8.1,1
30,2008,7,GBS,8.1,0.9
0,2008,8,GBS,20.5,9.4
1,2008,8,GBS,20.5,9.4
2,2008,8,GBS,20.5,9.4
3,2008,8,GBS,20.2,9.4
4,2008,8,GBS,20.2,9.4
5,2008,8,GBS,20,8.6
6,2008,8,GBS,19.9,8.1
7,2008,8,GBS,19.8,7.7
8,2008,8,GBS,17.7,1.1
9,2008,8,GBS,14.4,0.2
10,2008,8,GBS,12.6,0.1
11,2008,8,GBS,11,0
12,2008,8,GBS,10.2,0
13,2008,8,GBS,9.9,0
14,2008,8,GBS,9.7,0
15,2008,8,GBS,9.5,0
16,2008,8,GBS,9.3,0
17,2008,8,GBS,9.2,0
18,2008,8,GBS,9.1,0
19,2008,8,GBS,9,0
20,2008,8,GBS,9,0
21,2008,8,GBS,8.9,0
22,2008,8,GBS,8.8,0
23,2008,8,GBS,8.7,0
24,2008,8,GBS,8.6,0
25,2008,8,GBS,8.6,0
26,2008,8,GBS,8.5,0
27,2008,8,GBS,8.5,0
28,2008,8,GBS,8.4,0
29,2008,8,GBS,8.4,0
30,2008,8,GBS,8.4,0
0,2008,9,GBS,18.2,7.7
1,2008,9,GBS,18.3,7.7
2,2008,9,GBS,18.3,7.7
3,2008,9,GBS,18.3,7.7
4,2008,9,GBS,18.3,7.6
5,2008,9,GBS,18.3,7.7
6,2008,9,GBS,18.3,7.6
7,2008,9,GBS,18.3,7.5
8,2008,9,GBS,17.8,5.9
9,2008,9,GBS,16.5,2.6
10,2008,9,GBS,13.4,1.2
11,2008,9,GBS,11.7,0.4
12,2008,9,GBS,10.8,0.1
13,2008,9,GBS,10.3,0
14,2008,9,GBS,9.9,0
15,2008,9,GBS,9.7,0
16,2008,9,GBS,9.6,0
17,2008,9,GBS,9.5,0
18,2008,9,GBS,9.3,0
19,2008,9,GBS,9.2,0
20,2008,9,GBS,9.2,0
21,2008,9,GBS,9.1,0
22,2008,9,GBS,9,0
23,2008,9,GBS,8.9,0
24,2008,9,GBS,8.8,0
25,2008,9,GBS,8.7,0
26,2008,9,GBS,8.7,0
27,2008,9,GBS,8.7,0
28,2008,9,GBS,8.7,0
29,2008,9,GBS,8.7,0
30,2008,9,GBS,8.7,0
0,2008,10,GBS,13,9.7
1,2008,10,GBS,13,9.5
2,2008,10,GBS,13,9.5
3,2008,10,GBS,13,9.6
4,2008,10,GBS,13,9.5
5,2008,10,GBS,13,9.3
6,2008,10,GBS,12.9,9.1
7,2008,10,GBS,12.9,8.8
8,2008,10,GBS,12.8,8.7
9,2008,10,GBS,12.8,8.6
10,2008,10,GBS,12.8,8.6
11,2008,10,GBS,12.7,8.4
12,2008,10,GBS,12.6,8
13,2008,10,GBS,12.5,7.7
14,2008,10,GBS,12.2,7.6
15,2008,10,GBS,11.8,6.3
16,2008,10,GBS,10.7,4.4
17,2008,10,GBS,9.8,0.7
18,2008,10,GBS,9.5,0.1
19,2008,10,GBS,9.4,0
20,2008,10,GBS,9.3,0
21,2008,10,GBS,9.2,0
22,2008,10,GBS,9.1,0
23,2008,10,GBS,9,0
24,2008,10,GBS,9,0
25,2008,10,GBS,8.9,0
26,2008,10,GBS,8.8,0
27,2008,10,GBS,8.8,0
28,2008,10,GBS,8.8,0
29,2008,10,GBS,8.8,0
30,2008,10,GBS,8.7,0
0,2008,11,GBS,10.5,8
1,2008,11,GBS,10.6,8.1
2,2008,11,GBS,10.6,8
3,2008,11,GBS,10.6,8
4,2008,11,GBS,10.5,8
5,2008,11,GBS,10.5,8
6,2008,11,GBS,10.6,8
7,2008,11,GBS,10.5,8
8,2008,11,GBS,10.5,8
9,2008,11,GBS,10.5,8
10,2008,11,GBS,10.5,8
11,2008,11,GBS,10.5,8
12,2008,11,GBS,10.5,8
13,2008,11,GBS,10.5,8
14,2008,11,GBS,10.5,8
15,2008,11,GBS,10.5,8
16,2008,11,GBS,10.5,8
17,2008,11,GBS,10.5,8
18,2008,11,GBS,10.5,7.5
19,2008,11,GBS,9.6,0.1
20,2008,11,GBS,9.4,0
21,2008,11,GBS,9.3,0
22,2008,11,GBS,9.2,0
23,2008,11,GBS,9.1,0
24,2008,11,GBS,9,0
25,2008,11,GBS,9,0
26,2008,11,GBS,8.9,0
27,2008,11,GBS,8.9,0
28,2008,11,GBS,8.9,0
29,2008,11,GBS,8.9,0
30,2008,11,GBS,8.8,0
0,2008,12,GBS,6.1,10.6
1,2008,12,GBS,6.1,10.3
2,2008,12,GBS,6.1,10.2
3,2008,12,GBS,6.1,10.1
4,2008,12,GBS,6.1,10.1
5,2008,12,GBS,6.1,10.1
6,2008,12,GBS,6.1,10.1
7,2008,12,GBS,6.1,10.1
8,2008,12,GBS,6.1,10.1
9,2008,12,GBS,6.1,10.1
10,2008,12,GBS,6.1,10
11,2008,12,GBS,6.1,10
12,2008,12,GBS,6.1,10
13,2008,12,GBS,6.1,10
14,2008,12,GBS,6.1,10
15,2008,12,GBS,6.1,10
16,2008,12,GBS,6.1,10
17,2008,12,GBS,6.1,10
18,2008,12,GBS,6.1,10
19,2008,12,GBS,6.1,10
20,2008,12,GBS,6.1,10
21,2008,12,GBS,6.1,10
22,2008,12,GBS,6.1,10
23,2008,12,GBS,6.1,10
24,2008,12,GBS,6.1,10
25,2008,12,GBS,6.1,10
26,2008,12,GBS,6.1,10
27,2008,12,GBS,6.1,10
28,2008,12,GBS,6.1,10
29,2008,12,GBS,6.1,10
30,2008,12,GBS,6.1,10
0,2009,1,GBS,NaN,NaN
1,2009,1,GBS,NaN,NaN
2,2009,1,GBS,NaN,NaN
3,2009,1,GBS,NaN,NaN
4,2009,1,GBS,NaN,NaN
5,2009,1,GBS,NaN,NaN
6,2009,1,GBS,NaN,NaN
7,2009,1,GBS,NaN,NaN
8,2009,1,GBS,NaN,NaN
9,2009,1,GBS,NaN,NaN
10,2009,1,GBS,NaN,NaN
11,2009,1,GBS,NaN,NaN
12,2009,1,GBS,NaN,NaN
13,2009,1,GBS,NaN,NaN
14,2009,1,GBS,NaN,NaN
15,2009,1,GBS,NaN,NaN
16,2009,1,GBS,NaN,NaN
17,2009,1,GBS,NaN,NaN
18,2009,1,GBS,NaN,NaN
19,2009,1,GBS,NaN,NaN
20,2009,1,GBS,NaN,NaN
21,2009,1,GBS,NaN,NaN
22,2009,1,GBS,NaN,NaN
23,2009,1,GBS,NaN,NaN
24,2009,1,GBS,NaN,NaN
25,2009,1,GBS,NaN,NaN
26,2009,1,GBS,NaN,NaN
27,2009,1,GBS,NaN,NaN
28,2009,1,GBS,NaN,NaN
29,2009,1,GBS,NaN,NaN
30,2009,1,GBS,NaN,NaN
0,2009,2,GBS,NaN,NaN
1,2009,2,GBS,NaN,NaN
2,2009,2,GBS,NaN,NaN
3,2009,2,GBS,NaN,NaN
4,2009,2,GBS,NaN,NaN
5,2009,2,GBS,NaN,NaN
6,2009,2,GBS,NaN,NaN
7,2009,2,GBS,NaN,NaN
8,2009,2,GBS,NaN,NaN
9,2009,2,GBS,NaN,NaN
10,2009,2,GBS,NaN,NaN
11,2009,2,GBS,NaN,NaN
12,2009,2,GBS,NaN,NaN
13,2009,2,GBS,NaN,NaN
14,2009,2,GBS,NaN,NaN
15,2009,2,GBS,NaN,NaN
16,2009,2,GBS,NaN,NaN
17,2009,2,GBS,NaN,NaN
18,2009,2,GBS,NaN,NaN
19,2009,2,GBS,NaN,NaN
20,2009,2,GBS,NaN,NaN
21,2009,2,GBS,NaN,NaN
22,2009,2,GBS,NaN,NaN
23,2009,2,GBS,NaN,NaN
24,2009,2,GBS,NaN,NaN
25,2009,2,GBS,NaN,NaN
26,2009,2,GBS,NaN,NaN
27,2009,2,GBS,NaN,NaN
28,2009,2,GBS,NaN,NaN
29,2009,2,GBS,NaN,NaN
30,2009,2,GBS,NaN,NaN
0,2009,3,GBS,4.6,12.6
1,2009,3,GBS,4.5,12.6
2,2009,3,GBS,4.5,12.6
3,2009,3,GBS,4.5,12.6
4,2009,3,GBS,4.5,12.5
5,2009,3,GBS,4.5,12.5
6,2009,3,GBS,4.5,12.5
7,2009,3,GBS,4.4,12.4
8,2009,3,GBS,4.4,12.4
9,2009,3,GBS,4.4,12.4
