Depth,Years,Months,Lake,Temp,O2
16,2011,3,GBS,3.8,14.1
17,2011,3,GBS,3.8,14.1
18,2011,3,GBS,3.8,14.1
19,2011,3,GBS,3.8,14.1
20,2011,3,GBS,3.8,14.1
21,2011,3,GBS,3.8,14.1
22,2011,3,GBS,3.8,14.1
23,2011,3,GBS,3.8,14.1
24,2011,3,GBS,3.8,14.1
25,2011,3,GBS,3.8,14.1
26,2011,3,GBS,3.8,14.1
27,2011,3,GBS,3.8,14.1
28,2011,3,GBS,3.8,14.1
29,2011,3,GBS,3.8,14.1
30,2011,3,GBS,3.9,14
0,2011,4,GBS,10,14.9
1,2011,4,GBS,10,15.1
2,2011,4,GBS,9.8,15.2
3,2011,4,GBS,8,15.4
4,2011,4,GBS,7.9,15
5,2011,4,GBS,7.8,14.7
6,2011,4,GBS,7.6,14.6
7,2011,4,GBS,7.3,14.5
8,2011,4,GBS,7,14.6
9,2011,4,GBS,6.9,14.5
10,2011,4,GBS,6.8,14.5
11,2011,4,GBS,6.7,14.4
12,2011,4,GBS,6.6,14.3
13,2011,4,GBS,6.4,14.2
14,2011,4,GBS,6.1,14.2
15,2011,4,GBS,5.7,14.1
16,2011,4,GBS,5.6,13.6
17,2011,4,GBS,5.6,13.4
18,2011,4,GBS,5.8,13.4
19,2011,4,GBS,5.5,13.3
20,2011,4,GBS,5.4,13.3
21,2011,4,GBS,5.3,13.3
22,2011,4,GBS,5.3,13.2
23,2011,4,GBS,5.3,13.2
24,2011,4,GBS,5.3,13.1
25,2011,4,GBS,5.2,13.2
26,2011,4,GBS,5.1,13.1
27,2011,4,GBS,5.1,13.1
28,2011,4,GBS,5.1,13.1
29,2011,4,GBS,5,13
30,2011,4,GBS,5,12.9
0,2011,5,GBS,15.6,12.2
1,2011,5,GBS,15.55,12.2
2,2011,5,GBS,15.5,12.2
3,2011,5,GBS,15.45,12.2
4,2011,5,GBS,15.1,12.25
5,2011,5,GBS,13.85,12.3
6,2011,5,GBS,12.5,12.05
7,2011,5,GBS,11,11.9
8,2011,5,GBS,10,11
9,2011,5,GBS,9.05,10.3
10,2011,5,GBS,8.6,9.85
11,2011,5,GBS,8.3,9.65
12,2011,5,GBS,8.1,9.55
13,2011,5,GBS,7.8,9.3
14,2011,5,GBS,7.7,9.2
15,2011,5,GBS,7.55,9
16,2011,5,GBS,7.55,8.95
17,2011,5,GBS,7.4,8.85
18,2011,5,GBS,7.4,8.7
19,2011,5,GBS,7.35,8.55
20,2011,5,GBS,7.3,8.5
21,2011,5,GBS,7.3,8.4
22,2011,5,GBS,7.15,8.4
23,2011,5,GBS,7.1,8.4
24,2011,5,GBS,7.1,8.35
25,2011,5,GBS,7.1,8.35
26,2011,5,GBS,7,8.35
27,2011,5,GBS,7,8.25
28,2011,5,GBS,7,8.25
29,2011,5,GBS,7,8.25
30,2011,5,GBS,6.95,8.05
0,2011,6,GBS,19.4,10.1
1,2011,6,GBS,18.9,10.2
2,2011,6,GBS,18.3,10.2
3,2011,6,GBS,18.2,10.1
4,2011,6,GBS,18.2,10.1
5,2011,6,GBS,18.1,9.9
6,2011,6,GBS,18.1,9.8
7,2011,6,GBS,16.4,9.7
8,2011,6,GBS,13.7,9
9,2011,6,GBS,11.3,5.6
10,2011,6,GBS,10.3,5.2
11,2011,6,GBS,9.5,4.7
12,2011,6,GBS,9.1,4.6
13,2011,6,GBS,8.9,4
14,2011,6,GBS,8.7,3.7
15,2011,6,GBS,8.6,3.5
16,2011,6,GBS,8.4,3.5
17,2011,6,GBS,8.3,3.5
18,2011,6,GBS,8.2,3.4
19,2011,6,GBS,8.1,3.3
20,2011,6,GBS,8,3.2
21,2011,6,GBS,7.9,3.3
22,2011,6,GBS,7.8,3.3
23,2011,6,GBS,7.7,3.2
24,2011,6,GBS,7.6,3.2
25,2011,6,GBS,7.6,3.2
26,2011,6,GBS,7.5,3.1
27,2011,6,GBS,7.5,3
28,2011,6,GBS,7.5,3
29,2011,6,GBS,7.5,2.9
30,2011,6,GBS,7.4,2.7
0,2011,7,GBS,19.4,10
1,2011,7,GBS,19.4,9.9
2,2011,7,GBS,19.4,9.9
3,2011,7,GBS,19.4,9.9
4,2011,7,GBS,19.4,9.9
5,2011,7,GBS,19.4,9.9
6,2011,7,GBS,19.4,9.9
7,2011,7,GBS,19.4,9.9
8,2011,7,GBS,19.4,9.9
9,2011,7,GBS,19.3,9.9
10,2011,7,GBS,16.2,5.3
11,2011,7,GBS,9.9,3.1
12,2011,7,GBS,9.4,1.9
13,2011,7,GBS,8.9,1.9
14,2011,7,GBS,8.7,1.2
15,2011,7,GBS,8.6,1.2
16,2011,7,GBS,8.5,1.2
17,2011,7,GBS,8.4,1.2
18,2011,7,GBS,8.3,1.1
19,2011,7,GBS,8.3,1
20,2011,7,GBS,8.2,1
21,2011,7,GBS,8.1,0.9
22,2011,7,GBS,8,0.8
23,2011,7,GBS,7.9,0.8
24,2011,7,GBS,7.9,0.7
25,2011,7,GBS,7.9,0.7
26,2011,7,GBS,7.8,0.7
27,2011,7,GBS,7.8,0.6
28,2011,7,GBS,7.8,0.6
29,2011,7,GBS,7.8,0.6
30,2011,7,GBS,7.8,0.5
0,2011,8,GBS,23,10.2
1,2011,8,GBS,22.8,10.2
2,2011,8,GBS,22.2,10.4
3,2011,8,GBS,21.2,10.7
4,2011,8,GBS,20.9,10.9
5,2011,8,GBS,20.2,10.9
6,2011,8,GBS,19.6,10.9
7,2011,8,GBS,19.2,10.5
8,2011,8,GBS,17.5,7.8
9,2011,8,GBS,16.1,6.5
10,2011,8,GBS,14.4,3.6
11,2011,8,GBS,12.3,2.4
12,2011,8,GBS,10.9,0.6
13,2011,8,GBS,10.2,0.4
14,2011,8,GBS,9.3,0.1
15,2011,8,GBS,9.2,0
16,2011,8,GBS,8.9,0
17,2011,8,GBS,8.8,0
18,2011,8,GBS,8.7,0
19,2011,8,GBS,8.7,0
20,2011,8,GBS,8.6,0
21,2011,8,GBS,8.5,0
22,2011,8,GBS,8.5,0
23,2011,8,GBS,8.4,0
24,2011,8,GBS,8.3,0
25,2011,8,GBS,8.3,0
26,2011,8,GBS,8.3,0
27,2011,8,GBS,8.2,0
28,2011,8,GBS,8.2,0
29,2011,8,GBS,8.2,0
30,2011,8,GBS,8,0
0,2011,9,GBS,18.6,9
1,2011,9,GBS,18.6,8.9
2,2011,9,GBS,18.6,8.9
3,2011,9,GBS,18.6,8.9
4,2011,9,GBS,18.6,8.9
5,2011,9,GBS,18.6,8.9
6,2011,9,GBS,18.6,8.9
7,2011,9,GBS,18.6,8.9
8,2011,9,GBS,18.6,8.9
9,2011,9,GBS,18.6,8.9
10,2011,9,GBS,15.8,1.5
11,2011,9,GBS,13.3,0.9
12,2011,9,GBS,11.8,0.3
13,2011,9,GBS,10.5,0.1
14,2011,9,GBS,9.8,0
15,2011,9,GBS,9.6,0
16,2011,9,GBS,9.4,0
17,2011,9,GBS,9.3,0
18,2011,9,GBS,9.2,0
19,2011,9,GBS,9.2,0
20,2011,9,GBS,9.1,0
21,2011,9,GBS,9,0
22,2011,9,GBS,8.9,0
23,2011,9,GBS,8.9,0
24,2011,9,GBS,8.8,0
25,2011,9,GBS,8.7,0
26,2011,9,GBS,8.6,0
27,2011,9,GBS,8.6,0
28,2011,9,GBS,8.5,0
29,2011,9,GBS,8.5,0
30,2011,9,GBS,8.5,0
0,2011,10,GBS,13.8,8.1
1,2011,10,GBS,13.8,8
2,2011,10,GBS,13.8,8
3,2011,10,GBS,13.8,7.9
4,2011,10,GBS,13.8,7.9
5,2011,10,GBS,13.8,7.9
6,2011,10,GBS,13.8,7.9
7,2011,10,GBS,13.8,7.9
8,2011,10,GBS,13.8,7.9
9,2011,10,GBS,13.8,7.9
10,2011,10,GBS,13.8,7.9
11,2011,10,GBS,13.8,7.9
12,2011,10,GBS,13.8,7.9
13,2011,10,GBS,13.8,7.9
14,2011,10,GBS,12.6,3
15,2011,10,GBS,10.8,0.7
16,2011,10,GBS,9.8,0.3
17,2011,10,GBS,9.5,0.2
18,2011,10,GBS,9.3,0
19,2011,10,GBS,9.2,0
20,2011,10,GBS,9.2,0
21,2011,10,GBS,9,0
22,2011,10,GBS,9,0
23,2011,10,GBS,8.8,0
24,2011,10,GBS,8.8,0
25,2011,10,GBS,8.7,0
26,2011,10,GBS,8.7,0
27,2011,10,GBS,8.7,0
28,2011,10,GBS,8.6,0
29,2011,10,GBS,8.6,0
30,2011,10,GBS,8.6,0
0,2011,11,GBS,9.9,7.9
1,2011,11,GBS,10,7.9
2,2011,11,GBS,10,7.9
3,2011,11,GBS,10,7.9
4,2011,11,GBS,10,7.9
5,2011,11,GBS,10,7.9
6,2011,11,GBS,10,7.9
7,2011,11,GBS,10,7.9
8,2011,11,GBS,10,7.9
9,2011,11,GBS,10,7.9
10,2011,11,GBS,10,7.9
11,2011,11,GBS,10,7.9
12,2011,11,GBS,10,7.9
13,2011,11,GBS,10,7.9
14,2011,11,GBS,10,7.9
15,2011,11,GBS,10,7.9
16,2011,11,GBS,10,7.9
17,2011,11,GBS,10,7.9
18,2011,11,GBS,9.9,7.6
19,2011,11,GBS,9.5,1.3
20,2011,11,GBS,9.2,0.6
21,2011,11,GBS,9,0.3
22,2011,11,GBS,9,0.1
23,2011,11,GBS,8.9,0
24,2011,11,GBS,8.9,0
25,2011,11,GBS,8.7,0
26,2011,11,GBS,8.7,0
27,2011,11,GBS,8.7,0
28,2011,11,GBS,8.6,0
29,2011,11,GBS,8.6,0
30,2011,11,GBS,8.5,0
0,2011,12,GBS,6.6,9.9
1,2011,12,GBS,6.6,10
2,2011,12,GBS,6.6,10
3,2011,12,GBS,6.6,9.9
4,2011,12,GBS,6.6,9.9
5,2011,12,GBS,6.6,9.9
6,2011,12,GBS,6.6,9.9
7,2011,12,GBS,6.7,9.9
8,2011,12,GBS,6.7,9.9
9,2011,12,GBS,6.7,9.9
10,2011,12,GBS,6.7,9.9
11,2011,12,GBS,6.7,9.9
12,2011,12,GBS,6.7,9.9
13,2011,12,GBS,6.7,9.9
14,2011,12,GBS,6.7,9.9
15,2011,12,GBS,6.7,9.9
16,2011,12,GBS,6.7,9.8
17,2011,12,GBS,6.7,9.8
18,2011,12,GBS,6.7,9.8
19,2011,12,GBS,6.7,9.8
20,2011,12,GBS,6.7,9.8
21,2011,12,GBS,6.7,9.8
22,2011,12,GBS,6.7,9.8
23,2011,12,GBS,6.7,9.8
24,2011,12,GBS,6.7,9.8
25,2011,12,GBS,6.7,9.8
26,2011,12,GBS,6.7,9.7
27,2011,12,GBS,6.7,9.7
28,2011,12,GBS,6.7,9.7
29,2011,12,GBS,6.7,9.7
30,2011,12,GBS,6.6,9.8
0,2012,1,GBS,NaN,NaN
1,2012,1,GBS,NaN,NaN
2,2012,1,GBS,NaN,NaN
3,2012,1,GBS,NaN,NaN
4,2012,1,GBS,NaN,NaN
5,2012,1,GBS,NaN,NaN
6,2012,1,GBS,NaN,NaN
7,2012,1,GBS,NaN,NaN
8,2012,1,GBS,NaN,NaN
9,2012,1,GBS,NaN,NaN
10,2012,1,GBS,NaN,NaN
11,2012,1,GBS,NaN,NaN
12,2012,1,GBS,NaN,NaN
13,2012,1,GBS,NaN,NaN
14,2012,1,GBS,NaN,NaN
15,2012,1,GBS,NaN,NaN
16,2012,1,GBS,NaN,NaN
17,2012,1,GBS,NaN,NaN
18,2012,1,GBS,NaN,NaN
19,2012,1,GBS,NaN,NaN
20,2012,1,GBS,NaN,NaN
21,2012,1,GBS,NaN,NaN
22,2012,1,GBS,NaN,NaN
23,2012,1,GBS,NaN,NaN
24,2012,1,GBS,NaN,NaN
25,2012,1,GBS,NaN,NaN
26,2012,1,GBS,NaN,NaN
27,2012,1,GBS,NaN,NaN
28,2012,1,GBS,NaN,NaN
29,2012,1,GBS,NaN,NaN
30,2012,1,GBS,NaN,NaN
0,2012,2,GBS,NaN,NaN
1,2012,2,GBS,NaN,NaN
2,2012,2,GBS,NaN,NaN
3,2012,2,GBS,NaN,NaN
4,2012,2,GBS,NaN,NaN
5,2012,2,GBS,NaN,NaN
6,2012,2,GBS,NaN,NaN
7,2012,2,GBS,NaN,NaN
8,2012,2,GBS,NaN,NaN
9,2012,2,GBS,NaN,NaN
10,2012,2,GBS,NaN,NaN
11,2012,2,GBS,NaN,NaN
12,2012,2,GBS,NaN,NaN
13,2012,2,GBS,NaN,NaN
14,2012,2,GBS,NaN,NaN
15,2012,2,GBS,NaN,NaN
16,2012,2,GBS,NaN,NaN
17,2012,2,GBS,NaN,NaN
18,2012,2,GBS,NaN,NaN
19,2012,2,GBS,NaN,NaN
20,2012,2,GBS,NaN,NaN
21,2012,2,GBS,NaN,NaN
22,2012,2,GBS,NaN,NaN
23,2012,2,GBS,NaN,NaN
24,2012,2,GBS,NaN,NaN
25,2012,2,GBS,NaN,NaN
26,2012,2,GBS,NaN,NaN
27,2012,2,GBS,NaN,NaN
28,2012,2,GBS,NaN,NaN
29,2012,2,GBS,NaN,NaN
30,2012,2,GBS,NaN,NaN
0,2012,3,GBS,7.5,16.6
1,2012,3,GBS,7.5,16.6
2,2012,3,GBS,7.3,16.6
3,2012,3,GBS,7.2,16.7
4,2012,3,GBS,6.1,16.5
5,2012,3,GBS,5.1,16.2
6,2012,3,GBS,5,15.8
7,2012,3,GBS,4.9,15.6
8,2012,3,GBS,4.8,15.6
9,2012,3,GBS,4.5,15.5
10,2012,3,GBS,4.4,15.3
11,2012,3,GBS,4.3,15
12,2012,3,GBS,4.3,14.7
13,2012,3,GBS,4.2,14.5
14,2012,3,GBS,4.1,14.4
15,2012,3,GBS,4.1,14.4
16,2012,3,GBS,4.2,14.2
17,2012,3,GBS,4.1,14.2
18,2012,3,GBS,4.1,14.2
19,2012,3,GBS,4.1,14.2
20,2012,3,GBS,4.1,14.1
21,2012,3,GBS,4.1,14.1
22,2012,3,GBS,4,14.1
23,2012,3,GBS,4,14
24,2012,3,GBS,4,13.8
25,2012,3,GBS,3.9,13.7
26,2012,3,GBS,3.9,13.5
27,2012,3,GBS,3.9,13.4
28,2012,3,GBS,3.9,13.1
29,2012,3,GBS,3.9,13
30,2012,3,GBS,3.9,12.9
0,2012,4,GBS,8.6,14.1
1,2012,4,GBS,8.5,14.1
2,2012,4,GBS,8.4,14.1
3,2012,4,GBS,8.4,14.1
4,2012,4,GBS,8.3,14.1
5,2012,4,GBS,8.2,14.1
6,2012,4,GBS,8.2,14.1
7,2012,4,GBS,8.2,14.1
8,2012,4,GBS,8.1,14
9,2012,4,GBS,8.1,14
10,2012,4,GBS,8,13.9
11,2012,4,GBS,7.7,13.9
12,2012,4,GBS,6.8,13.8
13,2012,4,GBS,6.4,13.2
14,2012,4,GBS,6.3,12.8
15,2012,4,GBS,6.3,12
16,2012,4,GBS,6.2,11.7
17,2012,4,GBS,6.1,11.5
18,2012,4,GBS,6,10.9
19,2012,4,GBS,6,10.1
20,2012,4,GBS,6,10.1
21,2012,4,GBS,5.9,10.1
22,2012,4,GBS,5.9,10.1
23,2012,4,GBS,5.9,10.1
24,2012,4,GBS,5.9,10.2
25,2012,4,GBS,5.8,10.2
26,2012,4,GBS,5.8,10
27,2012,4,GBS,5.8,9.9
28,2012,4,GBS,5.8,9.8
29,2012,4,GBS,5.8,9.8
30,2012,4,GBS,5.8,9.7
0,2012,5,GBS,15.5,12.6
1,2012,5,GBS,15.5,12.6
2,2012,5,GBS,15.4,12.4
3,2012,5,GBS,14.2,13.2
4,2012,5,GBS,13.7,13.2
5,2012,5,GBS,12.5,13.1
6,2012,5,GBS,10.4,11.8
7,2012,5,GBS,9.3,11.1
8,2012,5,GBS,8.8,10.4
9,2012,5,GBS,8.3,9.9
10,2012,5,GBS,7.8,8.3
11,2012,5,GBS,7.6,8
12,2012,5,GBS,7.4,7.7
13,2012,5,GBS,7.3,7.5
14,2012,5,GBS,7.3,7.3
15,2012,5,GBS,7.2,7.3
16,2012,5,GBS,7.1,7.4
17,2012,5,GBS,7,7.5
18,2012,5,GBS,7,7.5
19,2012,5,GBS,7,7.4
20,2012,5,GBS,6.9,7.3
21,2012,5,GBS,6.9,7.3
22,2012,5,GBS,6.8,7
23,2012,5,GBS,6.8,7
24,2012,5,GBS,6.8,6.9
25,2012,5,GBS,6.8,6.8
26,2012,5,GBS,6.6,6.7
27,2012,5,GBS,6.6,6.4
28,2012,5,GBS,6.6,6.4
29,2012,5,GBS,6.6,6.3
30,2012,5,GBS,6.6,6.3
0,2012,6,GBS,20.4,10.9
1,2012,6,GBS,20.1,11
2,2012,6,GBS,19.5,11.3
3,2012,6,GBS,18.2,12.1
4,2012,6,GBS,17.1,12.4
5,2012,6,GBS,16.5,11.3
6,2012,6,GBS,16,10.3
7,2012,6,GBS,14.4,8.5
8,2012,6,GBS,13.5,7.2
9,2012,6,GBS,10.8,6.2
10,2012,6,GBS,9,5.8
11,2012,6,GBS,8.5,5
12,2012,6,GBS,8.1,4.5
13,2012,6,GBS,7.9,4.2
14,2012,6,GBS,7.8,4
15,2012,6,GBS,7.8,3.9
16,2012,6,GBS,7.6,3.9
17,2012,6,GBS,7.6,3.9
18,2012,6,GBS,7.4,3.9
19,2012,6,GBS,7.3,3.8
20,2012,6,GBS,7.2,3.9
21,2012,6,GBS,7.2,3.9
22,2012,6,GBS,7.2,3.9
23,2012,6,GBS,7.1,3.9
24,2012,6,GBS,7,3.9
25,2012,6,GBS,7,3.8
26,2012,6,GBS,7,3.7
27,2012,6,GBS,7,3.7
28,2012,6,GBS,7,3.7
29,2012,6,GBS,7,3.6
30,2012,6,GBS,6.9,3.5
0,2012,7,GBS,19.4,9.4
1,2012,7,GBS,19.4,9.4
2,2012,7,GBS,19.4,9.4
3,2012,7,GBS,19.4,9.4
4,2012,7,GBS,19.4,9.4
5,2012,7,GBS,19.4,9.4
6,2012,7,GBS,19.4,9.4
7,2012,7,GBS,19.4,9.4
8,2012,7,GBS,19.4,9.4
9,2012,7,GBS,19.2,9.3
10,2012,7,GBS,10.2,0.9
11,2012,7,GBS,9.3,0.3
12,2012,7,GBS,9,0.3
13,2012,7,GBS,8.9,0.3
14,2012,7,GBS,8.6,0.3
15,2012,7,GBS,8.4,0.3
16,2012,7,GBS,8.3,0.3
17,2012,7,GBS,8.2,0.3
18,2012,7,GBS,8.2,0.3
19,2012,7,GBS,8.1,0.3
20,2012,7,GBS,8.1,0.3
21,2012,7,GBS,7.8,0.3
22,2012,7,GBS,7.8,0.3
23,2012,7,GBS,7.8,0.4
24,2012,7,GBS,7.7,0.4
25,2012,7,GBS,7.7,0.4
26,2012,7,GBS,7.7,0.5
27,2012,7,GBS,7.6,0.5
28,2012,7,GBS,7.6,0.5
29,2012,7,GBS,7.5,0.5
30,2012,7,GBS,7.5,0.5
0,2012,8,GBS,20.8,10.1
1,2012,8,GBS,20.7,10.2
2,2012,8,GBS,20.7,10.2
3,2012,8,GBS,20.7,10.2
4,2012,8,GBS,20.7,10.2
5,2012,8,GBS,20.5,10.1
6,2012,8,GBS,19.8,9.2
7,2012,8,GBS,19,8.1
8,2012,8,GBS,16.9,5.2
9,2012,8,GBS,14.8,3.7
10,2012,8,GBS,12,1.3
11,2012,8,GBS,10.7,0.7
12,2012,8,GBS,10.1,0.5
13,2012,8,GBS,9.2,0.2
14,2012,8,GBS,8.9,0.1
15,2012,8,GBS,8.8,0
16,2012,8,GBS,8.6,0
17,2012,8,GBS,8.2,0
18,2012,8,GBS,8.4,0
19,2012,8,GBS,8.3,0
20,2012,8,GBS,8.2,0
21,2012,8,GBS,8.1,0
22,2012,8,GBS,8,0
23,2012,8,GBS,8,0
24,2012,8,GBS,7.9,0
25,2012,8,GBS,7.8,0
26,2012,8,GBS,7.8,0
27,2012,8,GBS,7.8,0
28,2012,8,GBS,7.8,0
29,2012,8,GBS,7.8,0
30,2012,8,GBS,7.8,0
0,2012,9,GBS,20.6,9.5
1,2012,9,GBS,20.6,9.6
2,2012,9,GBS,20.6,9.5
3,2012,9,GBS,20.4,9.6
4,2012,9,GBS,20.1,9.5
5,2012,9,GBS,20,9.2
6,2012,9,GBS,20,9.1
7,2012,9,GBS,19.9,8.9
8,2012,9,GBS,19.7,8.6
9,2012,9,GBS,16.3,1.7
10,2012,9,GBS,13.6,1
11,2012,9,GBS,11.9,0
12,2012,9,GBS,10.3,0
13,2012,9,GBS,9.5,0
14,2012,9,GBS,9.2,0
15,2012,9,GBS,9,0
16,2012,9,GBS,8.8,0
17,2012,9,GBS,8.7,0
18,2012,9,GBS,8.6,0
19,2012,9,GBS,8.5,0
20,2012,9,GBS,8.4,0
21,2012,9,GBS,8.4,0
22,2012,9,GBS,8.3,0
23,2012,9,GBS,8.2,0
24,2012,9,GBS,8.2,0
25,2012,9,GBS,8.1,0
26,2012,9,GBS,8.1,0
27,2012,9,GBS,8.1,0
28,2012,9,GBS,8,0
29,2012,9,GBS,8,0
30,2012,9,GBS,8,0
0,2012,10,GBS,15.5,8.7
1,2012,10,GBS,15.5,8.7
2,2012,10,GBS,15.5,8.7
3,2012,10,GBS,15.5,8.7
4,2012,10,GBS,15.5,8.7
5,2012,10,GBS,15.5,8.7
6,2012,10,GBS,15.5,8.7
7,2012,10,GBS,15.5,8.7
8,2012,10,GBS,15.5,8.7
9,2012,10,GBS,15.5,8.7
10,2012,10,GBS,15.5,8.7
11,2012,10,GBS,15.5,8.7
12,2012,10,GBS,11.2,0.8
13,2012,10,GBS,9.9,0.2
14,2012,10,GBS,9.6,0
15,2012,10,GBS,9.3,0
16,2012,10,GBS,9.1,0
17,2012,10,GBS,9,0
18,2012,10,GBS,8.9,0
19,2012,10,GBS,8.8,0
20,2012,10,GBS,8.8,0
21,2012,10,GBS,8.6,0
22,2012,10,GBS,8.6,0
23,2012,10,GBS,8.6,0
24,2012,10,GBS,8.4,0
25,2012,10,GBS,8.4,0
26,2012,10,GBS,8.4,0
27,2012,10,GBS,8.2,0
28,2012,10,GBS,8.2,0
29,2012,10,GBS,8.2,0
30,2012,10,GBS,8.2,0
0,2012,11,GBS,10.5,8.9
1,2012,11,GBS,10.5,8.9
2,2012,11,GBS,10.5,8.9
3,2012,11,GBS,10.5,8.9
4,2012,11,GBS,10.5,8.8
5,2012,11,GBS,10.5,8.8
6,2012,11,GBS,10.5,8.8
7,2012,11,GBS,10.6,8.8
8,2012,11,GBS,10.6,8.8
9,2012,11,GBS,10.6,8.8
10,2012,11,GBS,10.6,8.8
11,2012,11,GBS,10.5,8.8
12,2012,11,GBS,10.5,8.8
13,2012,11,GBS,10.5,8.8
14,2012,11,GBS,10.5,8.7
15,2012,11,GBS,10.5,8.7
16,2012,11,GBS,9.6,1.3
17,2012,11,GBS,9.2,0.2
18,2012,11,GBS,9.2,0
19,2012,11,GBS,9,0
20,2012,11,GBS,8.8,0
21,2012,11,GBS,8.7,0
22,2012,11,GBS,8.6,0
23,2012,11,GBS,8.6,0
24,2012,11,GBS,8.6,0
25,2012,11,GBS,8.4,0
26,2012,11,GBS,8.4,0
27,2012,11,GBS,8.4,0
28,2012,11,GBS,8.3,0
29,2012,11,GBS,8.3,0
30,2012,11,GBS,8.3,0
0,2012,12,GBS,7.1,9.3
1,2012,12,GBS,7.2,9.3
2,2012,12,GBS,7.2,9.3
3,2012,12,GBS,7.2,9.3
4,2012,12,GBS,7.2,9.3
5,2012,12,GBS,7.2,9.3
6,2012,12,GBS,7.2,9.3
7,2012,12,GBS,7.2,9.3
8,2012,12,GBS,7.2,9.3
9,2012,12,GBS,7.2,9.3
10,2012,12,GBS,7.2,9.3
11,2012,12,GBS,7.2,9.3
12,2012,12,GBS,7.2,9.3
13,2012,12,GBS,7.2,9.3
14,2012,12,GBS,7.2,9.3
15,2012,12,GBS,7.2,9.3
16,2012,12,GBS,7.2,9.3
17,2012,12,GBS,7.2,9.3
18,2012,12,GBS,7.2,9.3
19,2012,12,GBS,7.2,9.2
20,2012,12,GBS,7.2,9.2
21,2012,12,GBS,7.2,9.2
22,2012,12,GBS,7.2,9.2
23,2012,12,GBS,7.1,9.2
24,2012,12,GBS,7.1,9.2
25,2012,12,GBS,7.1,9.2
26,2012,12,GBS,7.1,9.2
27,2012,12,GBS,7.1,9.2
28,2012,12,GBS,7.1,9.2
29,2012,12,GBS,7.1,9.2
30,2012,12,GBS,7.1,9.2
0,2013,1,GBS,NaN,NaN
1,2013,1,GBS,NaN,NaN
2,2013,1,GBS,NaN,NaN
3,2013,1,GBS,NaN,NaN
4,2013,1,GBS,NaN,NaN
5,2013,1,GBS,NaN,NaN
6,2013,1,GBS,NaN,NaN
7,2013,1,GBS,NaN,NaN
8,2013,1,GBS,NaN,NaN
9,2013,1,GBS,NaN,NaN
10,2013,1,GBS,NaN,NaN
11,2013,1,GBS,NaN,NaN
12,2013,1,GBS,NaN,NaN
13,2013,1,GBS,NaN,NaN
14,2013,1,GBS,NaN,NaN
15,2013,1,GBS,NaN,NaN
16,2013,1,GBS,NaN,NaN
17,2013,1,GBS,NaN,NaN
18,2013,1,GBS,NaN,NaN
19,2013,1,GBS,NaN,NaN
20,2013,1,GBS,NaN,NaN
21,2013,1,GBS,NaN,NaN
22,2013,1,GBS,NaN,NaN
23,2013,1,GBS,NaN,NaN
24,2013,1,GBS,NaN,NaN
25,2013,1,GBS,NaN,NaN
26,2013,1,GBS,NaN,NaN
27,2013,1,GBS,NaN,NaN
28,2013,1,GBS,NaN,NaN
29,2013,1,GBS,NaN,NaN
30,2013,1,GBS,NaN,NaN
0,2013,2,GBS,NaN,NaN
1,2013,2,GBS,NaN,NaN
2,2013,2,GBS,NaN,NaN
3,2013,2,GBS,NaN,NaN
4,2013,2,GBS,NaN,NaN
5,2013,2,GBS,NaN,NaN
6,2013,2,GBS,NaN,NaN
7,2013,2,GBS,NaN,NaN
8,2013,2,GBS,NaN,NaN
9,2013,2,GBS,NaN,NaN
10,2013,2,GBS,NaN,NaN
11,2013,2,GBS,NaN,NaN
12,2013,2,GBS,NaN,NaN
13,2013,2,GBS,NaN,NaN
14,2013,2,GBS,NaN,NaN
15,2013,2,GBS,NaN,NaN
16,2013,2,GBS,NaN,NaN
17,2013,2,GBS,NaN,NaN
18,2013,2,GBS,NaN,NaN
19,2013,2,GBS,NaN,NaN
20,2013,2,GBS,NaN,NaN
21,2013,2,GBS,NaN,NaN
22,2013,2,GBS,NaN,NaN
23,2013,2,GBS,NaN,NaN
24,2013,2,GBS,NaN,NaN
25,2013,2,GBS,NaN,NaN
26,2013,2,GBS,NaN,NaN
27,2013,2,GBS,NaN,NaN
28,2013,2,GBS,NaN,NaN
29,2013,2,GBS,NaN,NaN
30,2013,2,GBS,NaN,NaN
0,2013,3,GBS,2.6,13.5
1,2013,3,GBS,2.6,13.7
2,2013,3,GBS,2.6,13.8
3,2013,3,GBS,2.6,13.7
4,2013,3,GBS,2.6,13.7
5,2013,3,GBS,2.6,13.7
6,2013,3,GBS,2.6,13.7
7,2013,3,GBS,2.6,13.7
8,2013,3,GBS,2.6,13.7
9,2013,3,GBS,2.6,13.7
10,2013,3,GBS,2.6,13.7
11,2013,3,GBS,2.6,13.6
12,2013,3,GBS,2.6,13.6
13,2013,3,GBS,2.6,13.6
14,2013,3,GBS,2.6,13.6
15,2013,3,GBS,2.6,13.6
16,2013,3,GBS,2.6,13.6
17,2013,3,GBS,2.6,13.6
18,2013,3,GBS,2.6,13.6
19,2013,3,GBS,2.6,13.6
20,2013,3,GBS,2.6,13.5
21,2013,3,GBS,2.6,13.5
22,2013,3,GBS,2.6,13.5
23,2013,3,GBS,2.7,13.5
24,2013,3,GBS,2.7,13.4
25,2013,3,GBS,2.7,13.4
26,2013,3,GBS,2.7,13.4
27,2013,3,GBS,2.8,13.2
28,2013,3,GBS,2.8,13.2
29,2013,3,GBS,2.8,13.1
30,2013,3,GBS,2.9,13
